,id,name,value
9.5367431640625e-07,26778,st_w_spd,0.0
0.2051694393157959,27779,st_w_spd,0.0
0.41430187225341797,28780,st_w_spd,0.9045009016990662
0.628591775894165,29785,st_w_spd,0.8101249933242798
0.8527894020080566,30784,st_flow,16.828901290893555
0.8530378341674805,30784,st_w_spd,0.6373826861381531
1.0834314823150635,31788,st_w_spd,0.5331776142120361
1.2700085639953613,32789,st_flow,21.203805923461914
1.270127534866333,32789,st_w_spd,0.4831012487411499
1.4981567859649658,33790,st_arspd,22.38149070739746
1.4985010623931885,33790,st_flow,23.116451263427734
1.4990570545196533,33790,st_w_spd,0.5091536641120911
1.720607042312622,34794,st_arspd,24.222036361694336
1.7207798957824707,34794,st_flow,24.864112854003906
1.7209160327911377,34794,st_w_spd,0.5850235223770142
1.9450123310089111,35796,st_flow,26.01026725769043
1.9452404975891113,35796,st_w_spd,0.668988823890686
2.143010377883911,36797,st_arspd,26.22953224182129
2.14322566986084,36797,st_flow,26.53619384765625
2.144056558609009,36797,st_w_spd,0.712354302406311
2.3541078567504883,37797,st_flow,27.012075424194336
2.354210376739502,37797,st_w_spd,0.6858481168746948
2.568753719329834,38802,st_arspd,26.83556365966797
2.568862199783325,38802,st_flow,27.463165283203125
2.568956136703491,38802,st_w_spd,0.6048405766487122
2.7782609462738037,39806,st_flow,27.997024536132812
2.77835750579834,39806,st_w_spd,0.5044097900390625
2.9925084114074707,40804,st_flow,28.4232177734375
2.9926507472991943,40804,st_w_spd,0.4278450906276703
3.224604368209839,41806,st_arspd,27.35563850402832
3.225036144256592,41806,st_w_spd,0.3458646535873413
3.226651191711426,41806,st_w_spd,0.3458646535873413
3.5017459392547607,42809,st_w_spd,0.3758629858493805
3.703343629837036,43814,st_w_spd,0.654431164264679
3.888780355453491,44814,st_arspd,22.137733459472656
3.8891541957855225,44814,st_w_spd,0.7400015592575073
3.889648914337158,44814,st_w_spd,0.7400015592575073
4.10019588470459,45815,st_arspd,11.993890762329102
4.100412130355835,45815,st_flow,12.014037132263184
4.100619792938232,45815,st_w_spd,0.7484532594680786
4.31786036491394,46816,st_flow,13.554449081420898
4.3180458545684814,46816,st_w_spd,0.8100486993789673
4.32128643989563,46816,st_w_spd,0.8100486993789673
4.5384321212768555,47814,st_arspd,14.82817268371582
4.538725852966309,47814,st_flow,14.92792797088623
4.5390613079071045,47814,st_w_spd,0.9232969880104065
4.756592750549316,48819,st_flow,15.996315002441406
4.7568371295928955,48819,st_w_spd,1.0651508569717407
4.985114097595215,49821,st_flow,16.86508560180664
4.985171794891357,49821,st_flow,16.86508560180664
4.9861578941345215,49821,st_w_spd,1.224449872970581
5.249745607376099,50824,st_arspd,19.098892211914062
5.25016450881958,50824,st_flow,20.005857467651367
5.253103733062744,50824,st_w_spd,1.3540970087051392
5.510741472244263,51825,st_arspd,22.63313102722168
5.510900020599365,51825,st_w_spd,1.5718446969985962
5.714848518371582,52827,st_w_spd,1.846566081047058
5.9144227504730225,53828,st_arspd,31.51914405822754
5.914638996124268,53828,st_flow,33.373573303222656
5.914739370346069,53828,st_w_spd,2.059380292892456
6.124975204467773,54827,st_w_spd,2.1593148708343506
6.338659763336182,55829,st_arspd,39.91620635986328
6.338849306106567,55829,st_w_spd,2.184436559677124
6.555573225021362,56829,st_arspd,40.43647766113281
6.555806398391724,56829,st_flow,40.40060043334961
6.556055545806885,56829,st_w_spd,2.1775269508361816
6.781281232833862,57831,st_flow,40.6529655456543
6.781528472900391,57831,st_w_spd,2.175564765930176
7.034491062164307,58833,st_w_spd,2.2054617404937744
7.040477275848389,58833,st_w_spd,2.2054617404937744
7.257219552993774,59838,st_flow,37.06293487548828
7.257322311401367,59838,st_w_spd,2.396440029144287
7.458754301071167,60844,st_arspd,33.147369384765625
7.458927392959595,60844,st_w_spd,2.934387445449829
7.673187732696533,61845,st_w_spd,3.6640613079071045
7.8731348514556885,62846,st_flow,30.242822647094727
7.8762431144714355,62846,st_w_spd,3.956662178039551
8.085314512252808,63848,st_arspd,27.223543167114258
8.085415124893188,63848,st_flow,28.785640716552734
8.08553957939148,63848,st_w_spd,4.289620876312256
8.298389673233032,64849,st_arspd,25.968507766723633
8.298502206802368,64849,st_flow,27.5330753326416
8.298589944839478,64849,st_w_spd,4.578083515167236
8.507069110870361,65851,st_arspd,25.644685745239258
8.507410526275635,65851,st_flow,26.03141975402832
8.508355855941772,65851,st_w_spd,4.646864891052246
8.721914768218994,66854,st_flow,25.28998565673828
8.72214651107788,66854,st_w_spd,4.64882755279541
8.934748411178589,67857,st_flow,24.985795974731445
8.934877872467041,67857,st_w_spd,4.666673183441162
9.148279666900635,68859,st_arspd,24.81492042541504
9.148555517196655,68859,st_flow,24.829607009887695
9.149158477783203,68859,st_w_spd,4.727883815765381
9.398780345916748,69861,st_flow,24.893903732299805
9.399007558822632,69861,st_w_spd,4.822933673858643
9.62737226486206,70864,st_flow,26.46599578857422
9.64028525352478,70864,st_w_spd,4.987057209014893
